addressWithZip,statusText,detailUrl,price,zpid,beds,baths,area,latitude,longitude,city,yearBuilt,daysOnZillow,hiResImageLink,homeType,school name,rating,rating,level,link,size,school name,rating,rating,level,link,size,school name,rating,rating,level,link,size,distance,travel_time
"912 Orchard Ridge Dr UNIT 200, Gaithersburg, MD 20878",Townhouse for sale,https://www.zillow.com/homedetails/912-Orchard-Ridge-Dr-UNIT-200-Gaithersburg-MD-20878/60875306_zpid/,412000,60875306,3,3,2631,39.123489,-77.228056,Gaithersburg,2003,64,https://photos.zillowstatic.com/p_f/ISuoal0ppj3hlm0000000000.jpg,TOWNHOUSE,Diamond Elementary School,12,9,Elementary,https://www.greatschools.org/school?id=00885&state=MD,648,Lakelands Park Middle School,24,8,Middle,https://www.greatschools.org/school?id=02558&state=MD,1049,Northwest High School,26,7,High,https://www.greatschools.org/school?id=00991&state=MD,2255,6.384,977
"20 Fenceline Dr, Gaithersburg, MD 20878",Townhouse for sale,https://www.zillow.com/homedetails/20-Fenceline-Dr-Gaithersburg-MD-20878/37219638_zpid/,449900,37219638,4,4,2370,39.131247,-77.227788,Gaithersburg,1970,609,https://photos.zillowstatic.com/p_f/ISahnmdc8yy7pg0000000000.jpg,TOWNHOUSE,Diamond Elementary School,12,9,Elementary,https://www.greatschools.org/school?id=00885&state=MD,648,Lakelands Park Middle School,24,8,Middle,https://www.greatschools.org/school?id=02558&state=MD,1049,Northwest High School,26,7,High,https://www.greatschools.org/school?id=00991&state=MD,2255,7.036,763
"12304 Mccrossin Ln, Potomac, MD 20854",House for sale,https://www.zillow.com/homedetails/12304-Mccrossin-Ln-Potomac-MD-20854/37151043_zpid/,489000,37151043,3,1,946,39.07207,-77.25434,Potomac,1942,40,https://photos.zillowstatic.com/p_f/ISqtzkze1es4zi0000000000.jpg,SINGLE_FAMILY,Travilah Elementary School,14,9,Elementary,https://www.greatschools.org/school?id=00967&state=MD,390,Robert Frost Middle School,8,9,Middle,https://www.greatschools.org/school?id=00997&state=MD,1112,Thomas S. Wootton High School,4,9,High,https://www.greatschools.org/school?id=00966&state=MD,2206,7.186,1009
"11636 Pleasant Meadow Dr, North Potomac, MD 20878",Townhouse for sale,https://www.zillow.com/homedetails/11636-Pleasant-Meadow-Dr-North-Potomac-MD-20878/37157903_zpid/,424000,37157903,3,3,2380,39.088672,-77.238204,North Potomac,1988,51,https://www.zillowstatic.com/static/images/nophoto_p_f.png,TOWNHOUSE,Travilah Elementary School,14,9,Elementary,https://www.greatschools.org/school?id=00967&state=MD,390,Robert Frost Middle School,8,9,Middle,https://www.greatschools.org/school?id=00997&state=MD,1112,Thomas S. Wootton High School,4,9,High,https://www.greatschools.org/school?id=00966&state=MD,2206,5.713,839
"7701 Scotland Dr, Potomac, MD 20854",Townhouse for sale,https://www.zillow.com/homedetails/7701-Scotland-Dr-Potomac-MD-20854/2133669834_zpid/,419800,2133669834,3,2,1120,39.031654,-77.158669,Potomac,1971,43,https://photos.zillowstatic.com/p_f/ISibg3c3dttdf10000000000.jpg,TOWNHOUSE,Bells Mill Elementary School,19,10,Primary,https://www.greatschools.org/school?id=00858&state=MD,626,Cabin John Middle School,1,9,Middle,https://www.greatschools.org/school?id=01019&state=MD,941,Winston Churchill High School,2,10,High,https://www.greatschools.org/school?id=00985&state=MD,2093,5.247,661
"14703 Yearling Ter, Rockville, MD 20850",Townhouse for sale,https://www.zillow.com/homedetails/14703-Yearling-Ter-Rockville-MD-20850/37157189_zpid/,489900,37157189,4,4,1968,39.097076,-77.214412,Rockville,1986,91,https://photos.zillowstatic.com/p_f/ISuwcch8m8tzlb0000000000.jpg,TOWNHOUSE,Lakewood Elementary School,22,8,Elementary,https://www.greatschools.org/school?id=00915&state=MD,543,Robert Frost Middle School,8,9,Middle,https://www.greatschools.org/school?id=00997&state=MD,1112,Thomas S. Wootton High School,4,9,High,https://www.greatschools.org/school?id=00966&state=MD,2206,3.906,635
"5 Belle Hollow Ct, Gaithersburg, MD 20882",House for sale,https://www.zillow.com/homedetails/5-Belle-Hollow-Ct-Gaithersburg-MD-20882/37274610_zpid/,495000,37274610,4,4,1972,39.249642,-77.19453,Gaithersburg,1988,9,https://photos.zillowstatic.com/p_f/IS66024nd8xpvu0000000000.jpg,SINGLE_FAMILY,Woodfield Elementary School,24,8,Primary,https://www.greatschools.org/school?id=00988&state=MD,328,John T. Baker Middle School,45,7,Middle,https://www.greatschools.org/school?id=01004&state=MD,813,Damascus High School,35,8,High,https://www.greatschools.org/school?id=01003&state=MD,1209,14.185,1843
"HAMPSHIRE Plan, The Preserve at Long Branch",New construction,https://www.zillow.com/community/preserve-at-long-branch/2084661596_zpid/,495990,2084661596,4,3,3230,39.2332,-77.2003,Frederick,2019,12,https://photos.zillowstatic.com/p_f/ISiz2pmj6tc9pk0000000000.jpg,SINGLE_FAMILY,Woodfield Elementary School,24,8,Primary,https://www.greatschools.org/school?id=00988&state=MD,328,John T. Baker Middle School,45,7,Middle,https://www.greatschools.org/school?id=01004&state=MD,813,Damascus High School,35,8,High,https://www.greatschools.org/school?id=01003&state=MD,1209,1606.449,91433
"24128 Woodfield School Rd, Gaithersburg, MD 20882",House for sale,https://www.zillow.com/homedetails/24128-Woodfield-School-Rd-Gaithersburg-MD-20882/37271054_zpid/,435000,37271054,5,2,3186,39.252748,-77.191439,Gaithersburg,1962,16,https://photos.zillowstatic.com/p_f/ISq5dnrsnmh94i0000000000.jpg,SINGLE_FAMILY,Woodfield Elementary School,24,8,Primary,https://www.greatschools.org/school?id=00988&state=MD,328,John T. Baker Middle School,45,7,Middle,https://www.greatschools.org/school?id=01004&state=MD,813,Damascus High School,35,8,High,https://www.greatschools.org/school?id=01003&state=MD,1209,14.129,1818
"23847 Rolling Fork Way, Gaithersburg, MD 20882",Pre-foreclosure / Auction,https://www.zillow.com/homedetails/23847-Rolling-Fork-Way-Gaithersburg-MD-20882/37275128_zpid/,None,37275128,3,2.5,10,39.244723,-77.199381,Gaithersburg,1987,346,https://photos.zillowstatic.com/p_f/ISu547jbu7dz8j.jpg,SINGLE_FAMILY,Woodfield Elementary School,24,8,Primary,https://www.greatschools.org/school?id=00988&state=MD,328,John T. Baker Middle School,45,7,Middle,https://www.greatschools.org/school?id=01004&state=MD,813,Damascus High School,35,8,High,https://www.greatschools.org/school?id=01003&state=MD,1209,14.599,1958
"12109 Pond Pine Dr, Clarksburg, MD 20871",Townhouse for sale,https://www.zillow.com/homedetails/12109-Pond-Pine-Dr-Clarksburg-MD-20871/71801337_zpid/,440000,71801337,3,4,2640,39.2338,-77.254589,Clarksburg,2006,0,https://photos.zillowstatic.com/p_f/ISuwg3lg12x5vw0000000000.jpg,TOWNHOUSE,Cedar Grove Elementary School,29,9,Elementary,https://www.greatschools.org/school?id=00875&state=MD,585,Hallie Wells Middle School,999,,Middle,https://www.greatschools.org/school?id=05229&state=MD,,Clarksburg High School,47,7,High,https://www.greatschools.org/school?id=04029&state=MD,2200,14.971,1416
"11859 Little Seneca Pkwy, Clarksburg, MD 20871",Townhouse for sale,https://www.zillow.com/homedetails/11859-Little-Seneca-Pkwy-Clarksburg-MD-20871/118192425_zpid/,410000,118192425,3,4,2640,39.231994,-77.244921,Clarksburg,2011,0,https://photos.zillowstatic.com/p_f/ISew1vyo6fvv5l1000000000.jpg,TOWNHOUSE,Cedar Grove Elementary School,29,9,Elementary,https://www.greatschools.org/school?id=00875&state=MD,585,Hallie Wells Middle School,999,,Middle,https://www.greatschools.org/school?id=05229&state=MD,,Damascus High School,35,8,High,https://www.greatschools.org/school?id=01003&state=MD,1209,14.698,1337
"22721 Ridge Rd, Germantown, MD 20876",House for sale,https://www.zillow.com/homedetails/22721-Ridge-Rd-Germantown-MD-20876/37079744_zpid/,420000,37079744,3,3,2010,39.229429,-77.236208,Germantown,1960,5,https://photos.zillowstatic.com/p_f/IS2ny0i35dlov80000000000.jpg,SINGLE_FAMILY,Cedar Grove Elementary School,29,9,Elementary,https://www.greatschools.org/school?id=00875&state=MD,585,Hallie Wells Middle School,999,,Middle,https://www.greatschools.org/school?id=05229&state=MD,,Damascus High School,35,8,High,https://www.greatschools.org/school?id=01003&state=MD,1209,13.896,1195
"22721 Ridge Rd, Germantown, MD 20876",House for sale,https://www.zillow.com/homedetails/22721-Ridge-Rd-Germantown-MD-20876/37079744_zpid/,420000,37079744,3,3,2010,39.229429,-77.236208,Germantown,1960,5,https://photos.zillowstatic.com/p_f/IS2ny0i35dlov80000000000.jpg,SINGLE_FAMILY,Cedar Grove Elementary School,29,9,Elementary,https://www.greatschools.org/school?id=00875&state=MD,585,Hallie Wells Middle School,999,,Middle,https://www.greatschools.org/school?id=05229&state=MD,,Damascus High School,35,8,High,https://www.greatschools.org/school?id=01003&state=MD,1209,13.896,1192
"23100 Basswood Hill Dr, Clarksburg, MD 20871",Townhouse for sale,https://www.zillow.com/homedetails/23100-Basswood-Hill-Dr-Clarksburg-MD-20871/62874124_zpid/,415000,62874124,3,4,2430,39.234951,-77.253774,Clarksburg,2006,15,https://photos.zillowstatic.com/p_f/IS2fo7qn7ydyjn1000000000.jpg,TOWNHOUSE,Cedar Grove Elementary School,29,9,Elementary,https://www.greatschools.org/school?id=00875&state=MD,585,Hallie Wells Middle School,999,,Middle,https://www.greatschools.org/school?id=05229&state=MD,,Clarksburg High School,47,7,High,https://www.greatschools.org/school?id=04029&state=MD,2200,15.401,1408
"23251 Arora Hills Dr, Clarksburg, MD 20871",Townhouse for sale,https://www.zillow.com/homedetails/23251-Arora-Hills-Dr-Clarksburg-MD-20871/97478632_zpid/,460000,97478632,3,4,3120,39.23568,-77.243062,Clarksburg,2007,15,https://photos.zillowstatic.com/p_f/ISynkz2actbtvs0000000000.jpg,TOWNHOUSE,Cedar Grove Elementary School,29,9,Elementary,https://www.greatschools.org/school?id=00875&state=MD,585,Hallie Wells Middle School,999,,Middle,https://www.greatschools.org/school?id=05229&state=MD,,Damascus High School,35,8,High,https://www.greatschools.org/school?id=01003&state=MD,1209,14.622,1314
"11861 Skylark Rd, Clarksburg, MD 20871",Townhouse for sale,https://www.zillow.com/homedetails/11861-Skylark-Rd-Clarksburg-MD-20871/97477492_zpid/,405000,97477492,3,4,2090,39.23446,-77.244849,Clarksburg,2007,99,https://photos.zillowstatic.com/p_f/ISuo23d8cjk3jc0000000000.jpg,TOWNHOUSE,Cedar Grove Elementary School,29,9,Elementary,https://www.greatschools.org/school?id=00875&state=MD,585,Hallie Wells Middle School,999,,Middle,https://www.greatschools.org/school?id=05229&state=MD,,Damascus High School,35,8,High,https://www.greatschools.org/school?id=01003&state=MD,1209,14.579,1273
"107 Bucksfield Rd, Gaithersburg, MD 20878",Townhouse for sale,https://www.zillow.com/homedetails/107-Bucksfield-Rd-Gaithersburg-MD-20878/62875597_zpid/,440000,62875597,3,3,2890,39.122077,-77.232243,Gaithersburg,2003,4,https://photos.zillowstatic.com/p_f/ISm2ch2tlat3ix0000000000.jpg,TOWNHOUSE,Rachel Carson Elementary School,30,8,Primary,https://www.greatschools.org/school?id=01025&state=MD,1046,Lakelands Park Middle School,24,8,Middle,https://www.greatschools.org/school?id=02558&state=MD,1049,Quince Orchard High School,16,8,High,https://www.greatschools.org/school?id=01010&state=MD,1924,5.958,900
"125 Chevy Chase St # A, Gaithersburg, MD 20878",Coming soon,https://www.zillow.com/homedetails/125-Chevy-Chase-St-A-Gaithersburg-MD-20878/54518099_zpid/,468000,54518099,3,3,2610,39.122468,-77.231291,Gaithersburg,2000,65,https://photos.zillowstatic.com/p_f/IS6mca3jtze9ev1000000000.jpg,TOWNHOUSE,Rachel Carson Elementary School,30,8,Primary,https://www.greatschools.org/school?id=01025&state=MD,1046,Lakelands Park Middle School,24,8,Middle,https://www.greatschools.org/school?id=02558&state=MD,1049,Quince Orchard High School,16,8,High,https://www.greatschools.org/school?id=01010&state=MD,1924,,
"13054 Wallich Way, Germantown, MD 20874",New construction,https://www.zillow.com/homedetails/13054-Wallich-Way-Germantown-MD-20874/241915375_zpid/,464900,241915375,3,4,2000,39.173721,-77.268906,Germantown,2018,1,https://photos.zillowstatic.com/p_f/ISizq7l1iweigd0000000000.jpg,TOWNHOUSE,Spark M. Matsunaga Elementary School,31,8,Elementary,https://www.greatschools.org/school?id=02039&state=MD,860,Kingsview Middle School,21,8,Middle,https://www.greatschools.org/school?id=00916&state=MD,1034,Northwest High School,26,7,High,https://www.greatschools.org/school?id=00991&state=MD,2255,9.786,1291
"13072 Wallich Way, Germantown, MD 20874",New construction,https://www.zillow.com/homedetails/13072-Wallich-Way-Germantown-MD-20874/241915668_zpid/,489900,241915668,3,4,2000,39.173721,-77.268906,Germantown,2019,99,https://photos.zillowstatic.com/p_f/ISyr7wy3cai5xo0000000000.jpg,TOWNHOUSE,Spark M. Matsunaga Elementary School,31,8,Elementary,https://www.greatschools.org/school?id=02039&state=MD,860,Kingsview Middle School,21,8,Middle,https://www.greatschools.org/school?id=00916&state=MD,1034,Northwest High School,26,7,High,https://www.greatschools.org/school?id=00991&state=MD,2255,9.786,1288
"9 Flagstone Ct, Germantown, MD 20874",House for sale,https://www.zillow.com/homedetails/9-Flagstone-Ct-Germantown-MD-20874/37151580_zpid/,419900,37151580,3,2,2272,39.141284,-77.298509,Germantown,1962,27,https://photos.zillowstatic.com/p_f/ISma276ot0l8571000000000.jpg,SINGLE_FAMILY,Spark M. Matsunaga Elementary School,31,8,Elementary,https://www.greatschools.org/school?id=02039&state=MD,860,Kingsview Middle School,21,8,Middle,https://www.greatschools.org/school?id=00916&state=MD,1034,Northwest High School,26,7,High,https://www.greatschools.org/school?id=00991&state=MD,2255,13.529,1298
"13072 Wallich Way, Germantown, MD",New construction,https://www.zillow.com/homedetails/13072-Wallich-Way-Germantown-MD-20874/241915668_zpid/,489900,241915668,3,4,2000,39.173721,-77.268906,Germantown,2019,99,https://photos.zillowstatic.com/p_f/ISyr7wy3cai5xo0000000000.jpg,TOWNHOUSE,Spark M. Matsunaga Elementary School,31,8,Elementary,https://www.greatschools.org/school?id=02039&state=MD,860,Kingsview Middle School,21,8,Middle,https://www.greatschools.org/school?id=00916&state=MD,1034,Northwest High School,26,7,High,https://www.greatschools.org/school?id=00991&state=MD,2255,10.41,903
"23723 Clarksmeade Dr, Clarksburg, MD 20871",Foreclosure,https://www.zillow.com/homedetails/23723-Clarksmeade-Dr-Clarksburg-MD-20871/62873483_zpid/,441000,62873483,4,4,2886,39.24641,-77.26851,Clarksburg,2003,8,https://photos.zillowstatic.com/p_f/ISi3apqlndokx21000000000.jpg,TOWNHOUSE,Little Bennett Elementary School,36,8,Elementary,https://www.greatschools.org/school?id=04018&state=MD,643,Rocky Hill Middle School,29,8,Middle,https://www.greatschools.org/school?id=00852&state=MD,1279,Clarksburg High School,47,7,High,https://www.greatschools.org/school?id=04029&state=MD,2200,15.095,1259
"23714 Clarksburg Rd, Clarksburg, MD 20871",House for sale,https://www.zillow.com/homedetails/23714-Clarksburg-Rd-Clarksburg-MD-20871/37080051_zpid/,489000,37080051,3,2,2912,39.246085,-77.278839,Clarksburg,1952,9,https://photos.zillowstatic.com/p_f/IS6m0t9nn4cuk11000000000.jpg,SINGLE_FAMILY,Little Bennett Elementary School,36,8,Elementary,https://www.greatschools.org/school?id=04018&state=MD,643,Rocky Hill Middle School,29,8,Middle,https://www.greatschools.org/school?id=00852&state=MD,1279,Clarksburg High School,47,7,High,https://www.greatschools.org/school?id=04029&state=MD,2200,14.674,1197
"12811 Clarksburg Square Rd, Clarksburg, MD 20871",Townhouse for sale,https://www.zillow.com/homedetails/12811-Clarksburg-Square-Rd-Clarksburg-MD-20871/62874303_zpid/,499800,62874303,3,3,2640,39.246886,-77.269159,Clarksburg,2004,20,https://photos.zillowstatic.com/p_f/IS27yxmr3e02sl1000000000.jpg,TOWNHOUSE,Little Bennett Elementary School,36,8,Elementary,https://www.greatschools.org/school?id=04018&state=MD,643,Rocky Hill Middle School,29,8,Middle,https://www.greatschools.org/school?id=00852&state=MD,1279,Clarksburg High School,47,7,High,https://www.greatschools.org/school?id=04029&state=MD,2200,15.248,1240
"26209 Rudale Dr, Clarksburg, MD 20871",For sale by owner,https://www.zillow.com/homedetails/26209-Rudale-Dr-Clarksburg-MD-20871/37080588_zpid/,405000,37080588,4,3,1500,39.285833,-77.281445,Clarksburg,1970,25,https://photos.zillowstatic.com/p_f/ISivzbn3xiwo2p1000000000.jpg,SINGLE_FAMILY,Little Bennett Elementary School,36,8,Elementary,https://www.greatschools.org/school?id=04018&state=MD,643,Rocky Hill Middle School,29,8,Middle,https://www.greatschools.org/school?id=00852&state=MD,1279,Clarksburg High School,47,7,High,https://www.greatschools.org/school?id=04029&state=MD,2200,18.325,1556
"13010 Clarksburg Square Rd, Clarksburg, MD 20871",Townhouse for sale,https://www.zillow.com/homedetails/13010-Clarksburg-Square-Rd-Clarksburg-MD-20871/62873686_zpid/,445000,62873686,4,3,2630,39.24425,-77.273266,Clarksburg,2005,35,https://photos.zillowstatic.com/p_f/ISi7hhgvacqjku1000000000.jpg,TOWNHOUSE,Little Bennett Elementary School,36,8,Elementary,https://www.greatschools.org/school?id=04018&state=MD,643,Rocky Hill Middle School,29,8,Middle,https://www.greatschools.org/school?id=00852&state=MD,1279,Clarksburg High School,47,7,High,https://www.greatschools.org/school?id=04029&state=MD,2200,15.191,1290
"13076 Martz St, Clarksburg, MD",New construction,https://www.zillow.com/homedetails/13076-Martz-St-Clarksburg-MD-20871/249693787_zpid/,498880,249693787,4,4,2500,39.2429,-77.2714,Clarksburg,2019,38,https://photos.zillowstatic.com/p_f/IS6uehoslh03pm1000000000.jpg,TOWNHOUSE,Little Bennett Elementary School,36,8,Elementary,https://www.greatschools.org/school?id=04018&state=MD,643,Rocky Hill Middle School,29,8,Middle,https://www.greatschools.org/school?id=00852&state=MD,1279,Clarksburg High School,47,7,High,https://www.greatschools.org/school?id=04029&state=MD,2200,14.194,1117
"13072 Martz St, Clarksburg, MD",New construction,https://www.zillow.com/homedetails/13072-Martz-St-Clarksburg-MD-20871/249693785_zpid/,465395,249693785,3,3,2000,39.2429,-77.2714,Clarksburg,2019,38,https://photos.zillowstatic.com/p_f/ISmq2u44ww3hxm1000000000.jpg,TOWNHOUSE,Little Bennett Elementary School,36,8,Elementary,https://www.greatschools.org/school?id=04018&state=MD,643,Rocky Hill Middle School,29,8,Middle,https://www.greatschools.org/school?id=00852&state=MD,1279,Clarksburg High School,47,7,High,https://www.greatschools.org/school?id=04029&state=MD,2200,14.194,1113
"13013 Martz St, Clarksburg, MD",New construction,https://www.zillow.com/homedetails/13013-Martz-St-DT2WZJ-Clarksburg-MD-20871/2084542987_zpid/,459628,2084542987,3,4,1845,39.243271,-77.276623,Clarksburg,2019,44,https://photos.zillowstatic.com/p_f/ISek4l3sagbb5c0000000000.jpg,TOWNHOUSE,Little Bennett Elementary School,36,8,Elementary,https://www.greatschools.org/school?id=04018&state=MD,643,Rocky Hill Middle School,29,8,Middle,https://www.greatschools.org/school?id=00852&state=MD,1279,Clarksburg High School,47,7,High,https://www.greatschools.org/school?id=04029&state=MD,2200,14.194,1117
"13003 Martz St, Clarksburg, MD",New construction,https://www.zillow.com/homedetails/13003-Martz-St-RV8KJJ-Clarksburg-MD-20871/2084542986_zpid/,451512,2084542986,3,5,1845,39.243271,-77.276623,Clarksburg,2019,44,https://photos.zillowstatic.com/p_f/ISibg38sd9ujcc0000000000.jpg,TOWNHOUSE,Little Bennett Elementary School,36,8,Elementary,https://www.greatschools.org/school?id=04018&state=MD,643,Rocky Hill Middle School,29,8,Middle,https://www.greatschools.org/school?id=00852&state=MD,1279,Clarksburg High School,47,7,High,https://www.greatschools.org/school?id=04029&state=MD,2200,14.194,1117
"The Annapolis at Clarksburg Town Center Plan, Unknown Community",New construction,https://www.zillow.com/community/error-subdivision-name-unavailable/249693911_zpid/,459900,249693911,3,3,2000,39.242675,-77.278183,Clarksburg,2019,87,https://photos.zillowstatic.com/p_f/ISucpgp49pls6d1000000000.jpg,TOWNHOUSE,Little Bennett Elementary School,36,8,Elementary,https://www.greatschools.org/school?id=04018&state=MD,643,Rocky Hill Middle School,29,8,Middle,https://www.greatschools.org/school?id=00852&state=MD,1279,Clarksburg High School,47,7,High,https://www.greatschools.org/school?id=04029&state=MD,2200,1348.1771,10000000
"13066 Ebenezer Chapel Dr, Clarksburg, MD",New construction,https://www.zillow.com/homedetails/13066-Ebenezer-Chapel-Dr-Clarksburg-MD-20871/249693703_zpid/,477865,249693703,3,4,2000,39.242396,-77.278532,Clarksburg,2019,277,https://photos.zillowstatic.com/p_f/ISeo33sn3f4zyt1000000000.jpg,TOWNHOUSE,Little Bennett Elementary School,36,8,Elementary,https://www.greatschools.org/school?id=04018&state=MD,643,Rocky Hill Middle School,29,8,Middle,https://www.greatschools.org/school?id=00852&state=MD,1279,Clarksburg High School,47,7,High,https://www.greatschools.org/school?id=04029&state=MD,2200,14.524,1181
