addressWithZip,statusText,detailUrl,price,zpid,beds,baths,area,latitude,longitude,city,yearBuilt,daysOnZillow,hiResImageLink,homeType,school name,rating,rating,level,link,size,school name,rating,rating,level,link,size,school name,rating,rating,level,link,size,distance,travel_time
"10428 Parthenon Ct, Bethesda, MD 20817",Townhouse for sale,https://www.zillow.com/homedetails/10428-Parthenon-Ct-Bethesda-MD-20817/37266326_zpid/,429000,37266326,3,3,1491,39.026619,-77.153966,Bethesda,1983,8,https://photos.zillowstatic.com/p_f/ISe8bykv6pyhof0000000000.jpg,TOWNHOUSE,Ashburton Elementary School,65,8,Primary,/bethesda-md/schools/ashburton-elementary-school-24625/,911,North Bethesda Middle School,13,9,Middle,/bethesda-md/schools/north-bethesda-middle-school-27129/,1028,Walter Johnson High School,8,9,High,/bethesda-md/schools/walter-johnson-high-school-26770/,2289,5.329,683
"17600 17600 West Willard Wootton Rd, Poolesville, MD 20837",House for sale,https://www.zillow.com/homedetails/17600-17600-West-Willard-Wootton-Rd-Poolesville-MD-20837/2084138666_zpid/,400000,2084138666,4,3,2082,39.109752,-77.402581,Poolesville,1900,4,https://photos.zillowstatic.com/p_f/ISqxu75chgqhz71000000000.jpg,SINGLE_FAMILY,Poolesville Elementary School,88,9,Elementary,/poolesville-md/schools/poolesville-elementary-school-26515/,417,John H. Poole Middle School,17,9,Middle,/poolesville-md/schools/john-h-poole-middle-school-26491/,332,Poolesville High School,1,9,High,/poolesville-md/schools/poolesville-high-school-26516/,1205,16.533,1851
"20625 Whites Ferry Rd, Poolesville, MD 20837",House for sale,https://www.zillow.com/homedetails/20625-Whites-Ferry-Rd-Poolesville-MD-20837/37089434_zpid/,499900,37089434,5,3,2233,39.148441,-77.43184,Poolesville,1939,14,https://photos.zillowstatic.com/p_f/IS6uqmkusf0r6o0000000000.jpg,SINGLE_FAMILY,Poolesville Elementary School,88,9,Elementary,/poolesville-md/schools/poolesville-elementary-school-26515/,417,John H. Poole Middle School,17,9,Middle,/poolesville-md/schools/john-h-poole-middle-school-26491/,332,Poolesville High School,1,9,High,/poolesville-md/schools/poolesville-high-school-26516/,1205,17.74,1983
"19145 Hempstone Ave, Poolesville, MD 20837",House for sale,https://www.zillow.com/homedetails/19145-Hempstone-Ave-Poolesville-MD-20837/37090579_zpid/,400000,37090579,3,2,1040,39.138704,-77.400787,Poolesville,1977,23,https://photos.zillowstatic.com/p_f/ISmayjdjfupvgi1000000000.jpg,SINGLE_FAMILY,Poolesville Elementary School,88,9,Elementary,/poolesville-md/schools/poolesville-elementary-school-26515/,417,John H. Poole Middle School,17,9,Middle,/poolesville-md/schools/john-h-poole-middle-school-26491/,332,Poolesville High School,1,9,High,/poolesville-md/schools/poolesville-high-school-26516/,1205,16.359,1876
"19561 Wootton Ave, Poolesville, MD 20837",Pre-foreclosure / Auction,https://www.zillow.com/homedetails/19561-Wootton-Ave-Poolesville-MD-20837/166433109_zpid/,None,166433109,3,4,1600,39.143119,-77.407577,Poolesville,2016,44,https://www.zillowstatic.com/static/images/nophoto_p_f.png,TOWNHOUSE,Poolesville Elementary School,88,9,Elementary,/poolesville-md/schools/poolesville-elementary-school-26515/,417,John H. Poole Middle School,17,9,Middle,/poolesville-md/schools/john-h-poole-middle-school-26491/,332,Poolesville High School,1,9,High,/poolesville-md/schools/poolesville-high-school-26516/,1205,16.325,1809
"17413 Soper St, Poolesville, MD 20837",Pre-foreclosure / Auction,https://www.zillow.com/homedetails/17413-Soper-St-Poolesville-MD-20837/37089867_zpid/,None,37089867,4,3,2721,39.140985,-77.403548,Poolesville,1972,149,https://photos.zillowstatic.com/p_f/ISe8nr3bmakhvn1000000000.jpg,SINGLE_FAMILY,Poolesville Elementary School,88,9,Elementary,/poolesville-md/schools/poolesville-elementary-school-26515/,417,John H. Poole Middle School,17,9,Middle,/poolesville-md/schools/john-h-poole-middle-school-26491/,332,Poolesville High School,1,9,High,/poolesville-md/schools/poolesville-high-school-26516/,1205,16.629,1898
"5967 Valerian Ln, Rockville, MD 20852",Townhouse for sale,https://www.zillow.com/homedetails/5967-Valerian-Ln-Rockville-MD-20852/37117837_zpid/,439900,37117837,3,1,1197,39.032543,-77.12073,Rockville,1984,24,https://photos.zillowstatic.com/p_f/ISy39datfpfhqk1000000000.jpg,TOWNHOUSE,Garrett Park Elementary School,67,7,Elementary,/kensington-md/schools/garrett-park-elementary-school-25163/,802,Tilden Middle School,18,8,Middle,/rockville-md/schools/tilden-middle-school-27144/,850,Walter Johnson High School,8,9,High,/bethesda-md/schools/walter-johnson-high-school-26770/,2289,5.563,667
"16030 A E Mullinix Rd, Woodbine, MD 21797",House for sale,https://www.zillow.com/homedetails/16030-A-E-Mullinix-Rd-Woodbine-MD-21797/37039864_zpid/,437000,37039864,3,3,3784,39.309945,-77.069021,Woodbine,1963,31,https://photos.zillowstatic.com/p_f/ISesi9qr9q9drt1000000000.jpg,SINGLE_FAMILY,Lisbon Elementary School,100,8,Elementary,/woodbine-md/schools/lisbon-elementary-school-22983/,427,Glenwood Middle School,19,8,Middle,/glenwood-md/schools/glenwood-middle-school-22975/,561,Glenelg High School,20,10,High,/glenelg-md/schools/glenelg-high-school-22974/,1248,20.055,2305
"1656 Woodbine Rd, Woodbine, MD 21797",House for sale,https://www.zillow.com/homedetails/1656-Woodbine-Rd-Woodbine-MD-21797/37039852_zpid/,425000,37039852,4,3,3294,39.33004,-77.081757,Woodbine,1968,65,https://photos.zillowstatic.com/p_f/ISmiwr0crdc62i1000000000.jpg,SINGLE_FAMILY,Lisbon Elementary School,100,8,Elementary,/woodbine-md/schools/lisbon-elementary-school-22983/,427,Glenwood Middle School,19,8,Middle,/glenwood-md/schools/glenwood-middle-school-22975/,561,Glenelg High School,20,10,High,/glenelg-md/schools/glenelg-high-school-22974/,1248,21.182,2346
"1906 Long Corner Rd, Mount Airy, MD 21771",House for sale,https://www.zillow.com/homedetails/1906-Long-Corner-Rd-Mount-Airy-MD-21771/37038651_zpid/,439900,37038651,4,3,2604,39.321631,-77.157191,Mount Airy,1961,114,https://photos.zillowstatic.com/p_f/ISy35uocw3fcha0000000000.jpg,SINGLE_FAMILY,Lisbon Elementary School,100,8,Elementary,/woodbine-md/schools/lisbon-elementary-school-22983/,427,Glenwood Middle School,19,8,Middle,/glenwood-md/schools/glenwood-middle-school-22975/,561,Glenelg High School,20,10,High,/glenelg-md/schools/glenelg-high-school-22974/,1248,19.149,2302
"Monocacy 2-Car Plan, 55+ Active Adult Villas at Boxwood",New construction,https://www.zillow.com/community/55-active-adult-villas-at-boxwood/2084362349_zpid/,469990,2084362349,3,3,2489,39.338753,-77.358983,Urbana,2019,1,https://photos.zillowstatic.com/p_f/ISme937lxb1duv0000000000.jpg,SINGLE_FAMILY,Urbana Elementary School,87,9,Primary,/frederick-md/schools/urbana-elementary-school-31515/,700,Urbana Middle School,20,10,Middle,/ijamsville-md/schools/urbana-middle-school-31766/,843,Urbana High School,14,9,High,/ijamsville-md/schools/urbana-high-school-31490/,1651,1348.1771,10000000
"HAMPSHIRE Plan, The Preserve at Long Branch",New construction,https://www.zillow.com/community/preserve-at-long-branch/2084661596_zpid/,495990,2084661596,4,3,3230,39.33118,-77.35003,Frederick,2019,1,https://photos.zillowstatic.com/p_f/ISiz2pmj6tc9pk0000000000.jpg,SINGLE_FAMILY,Urbana Elementary School,87,9,Primary,/frederick-md/schools/urbana-elementary-school-31515/,700,Urbana Middle School,20,10,Middle,/ijamsville-md/schools/urbana-middle-school-31766/,843,Urbana High School,14,9,High,/ijamsville-md/schools/urbana-high-school-31490/,1651,1606.449,85419
"Monocacy 1-Car w/Study Plan, 55+ Active Adult Villas at Boxwood",New construction,https://www.zillow.com/community/55-active-adult-villas-at-boxwood/2084362348_zpid/,449990,2084362348,3,3,2804,39.338753,-77.358983,Urbana,2019,2,https://photos.zillowstatic.com/p_f/ISyrrfv9gcqrb90000000000.jpg,SINGLE_FAMILY,Urbana Elementary School,87,9,Primary,/frederick-md/schools/urbana-elementary-school-31515/,700,Urbana Middle School,20,10,Middle,/ijamsville-md/schools/urbana-middle-school-31766/,843,Urbana High School,14,9,High,/ijamsville-md/schools/urbana-high-school-31490/,1651,1348.1771,10000000
"Greyson Plan, Villages Of Urbana",New construction,https://www.zillow.com/community/villages-of-urbana/2086656847_zpid/,469990,2086656847,3,2.5,2802,39.3291,-77.3651,Urbana,2019,4,https://photos.zillowstatic.com/p_f/IS6m8rtrx87ttv0000000000.jpg,TOWNHOUSE,Urbana Elementary School,87,9,Primary,/frederick-md/schools/urbana-elementary-school-31515/,700,Urbana Middle School,20,10,Middle,/ijamsville-md/schools/urbana-middle-school-31766/,843,Urbana High School,14,9,High,/ijamsville-md/schools/urbana-high-school-31490/,1651,987.3591,52903
"Wentworth Plan, Villages Of Urbana",New construction,https://www.zillow.com/community/villages-of-urbana/2088548107_zpid/,439990,2088548107,3,2.5,2561,39.3291,-77.3651,Urbana,2019,4,https://photos.zillowstatic.com/p_f/IS6ilmbfu4ttsw1000000000.jpg,TOWNHOUSE,Urbana Elementary School,87,9,Primary,/frederick-md/schools/urbana-elementary-school-31515/,700,Urbana Middle School,20,10,Middle,/ijamsville-md/schools/urbana-middle-school-31766/,843,Urbana High School,14,9,High,/ijamsville-md/schools/urbana-high-school-31490/,1651,2650.741,10000000
"Hampton Plan, Villages Of Urbana",New construction,https://www.zillow.com/community/villages-of-urbana/2086656851_zpid/,439990,2086656851,3,2.5,2566,39.3291,-77.3651,Urbana,2019,5,https://photos.zillowstatic.com/p_f/ISyf6fblt0zvtv0000000000.jpg,TOWNHOUSE,Urbana Elementary School,87,9,Primary,/frederick-md/schools/urbana-elementary-school-31515/,700,Urbana Middle School,20,10,Middle,/ijamsville-md/schools/urbana-middle-school-31766/,843,Urbana High School,14,9,High,/ijamsville-md/schools/urbana-high-school-31490/,1651,577.067,32820
"Windsor Plan, Villages Of Urbana",New construction,https://www.zillow.com/community/villages-of-urbana/2088548088_zpid/,469990,2088548088,3,2.5,2796,39.3291,-77.3651,Urbana,2019,13,https://photos.zillowstatic.com/p_f/ISmupacs2l9osw1000000000.jpg,TOWNHOUSE,Urbana Elementary School,87,9,Primary,/frederick-md/schools/urbana-elementary-school-31515/,700,Urbana Middle School,20,10,Middle,/ijamsville-md/schools/urbana-middle-school-31766/,843,Urbana High School,14,9,High,/ijamsville-md/schools/urbana-high-school-31490/,1651,2651.5908,10000000
"9064 Knott Ln, Frederick, MD",New construction,https://www.zillow.com/homedetails/9064-Knott-Ln-Frederick-MD-21704/249696657_zpid/,434900,249696657,3,3,2640,39.3248,-77.3516,Frederick,2019,17,https://photos.zillowstatic.com/p_f/IS2zb3q1u9c4on0000000000.jpg,TOWNHOUSE,Urbana Elementary School,87,9,Primary,/frederick-md/schools/urbana-elementary-school-31515/,700,Urbana Middle School,20,10,Middle,/ijamsville-md/schools/urbana-middle-school-31766/,843,Urbana High School,14,9,High,/ijamsville-md/schools/urbana-high-school-31490/,1651,21.445,1623
"3513 Flatwoods Dr, Urbana, MD",New construction,https://www.zillow.com/homedetails/3513-Flatwoods-Dr-Urbana-MD-21704/2084609989_zpid/,468810,2084609989,3,2.5,2561,39.3291,-77.3651,Urbana,2019,36,https://photos.zillowstatic.com/p_f/ISyn47efw4pafr1000000000.jpg,TOWNHOUSE,Urbana Elementary School,87,9,Primary,/frederick-md/schools/urbana-elementary-school-31515/,700,Urbana Middle School,20,10,Middle,/ijamsville-md/schools/urbana-middle-school-31766/,843,Urbana High School,14,9,High,/ijamsville-md/schools/urbana-high-school-31490/,1651,22.592,1785
"1907 Shel Mar Dr, Ijamsville, MD 21754",House for sale,https://www.zillow.com/homedetails/1907-Shel-Mar-Dr-Ijamsville-MD-21754/36880708_zpid/,500000,36880708,3,3,2292,39.28715,-77.320554,Ijamsville,-1,37,https://photos.zillowstatic.com/p_f/ISir41ne89s88s1000000000.jpg,SINGLE_FAMILY,Urbana Elementary School,87,9,Primary,/frederick-md/schools/urbana-elementary-school-31515/,700,Urbana Middle School,20,10,Middle,/ijamsville-md/schools/urbana-middle-school-31766/,843,Urbana High School,14,9,High,/ijamsville-md/schools/urbana-high-school-31490/,1651,18.644,1459
"9159 Landon House Ln, Frederick, MD 21704",Townhouse for sale,https://www.zillow.com/homedetails/9159-Landon-House-Ln-Frederick-MD-21704/123536033_zpid/,419990,123536033,4,4,2320,39.327728,-77.348256,Frederick,2014,43,https://photos.zillowstatic.com/p_f/IS2nmjg9bejg8h1000000000.jpg,TOWNHOUSE,Urbana Elementary School,87,9,Primary,/frederick-md/schools/urbana-elementary-school-31515/,700,Urbana Middle School,20,10,Middle,/ijamsville-md/schools/urbana-middle-school-31766/,843,Urbana High School,14,9,High,/ijamsville-md/schools/urbana-high-school-31490/,1651,22.077,1679
"8841 Urbana Church Rd, Frederick, MD 21704",Townhouse for sale,https://www.zillow.com/homedetails/8841-Urbana-Church-Rd-Frederick-MD-21704/157230225_zpid/,454900,157230225,4,3,2800,39.32554,-77.352017,Frederick,2017,44,https://photos.zillowstatic.com/p_f/ISi7diqwltuppf1000000000.jpg,TOWNHOUSE,Urbana Elementary School,87,9,Primary,/frederick-md/schools/urbana-elementary-school-31515/,700,Urbana Middle School,20,10,Middle,/ijamsville-md/schools/urbana-middle-school-31766/,843,Urbana High School,14,9,High,/ijamsville-md/schools/urbana-high-school-31490/,1651,21.232,1557
"9163 Landon House Ln, Frederick, MD 21704",Townhouse for sale,https://www.zillow.com/homedetails/9163-Landon-House-Ln-Frederick-MD-21704/123535988_zpid/,406750,123535988,3,4,2336,39.32784,-77.348299,Frederick,2014,53,https://photos.zillowstatic.com/p_f/ISeciy8dd390bp1000000000.jpg,TOWNHOUSE,Urbana Elementary School,87,9,Primary,/frederick-md/schools/urbana-elementary-school-31515/,700,Urbana Middle School,20,10,Middle,/ijamsville-md/schools/urbana-middle-school-31766/,843,Urbana High School,14,9,High,/ijamsville-md/schools/urbana-high-school-31490/,1651,22.068,1677
"3486 Urbana Pike, Frederick, MD",New construction,https://www.zillow.com/homedetails/3486-Urbana-Pike-Frederick-MD-21704/157229341_zpid/,460000,157229341,3,4,2360,39.325685,-77.350945,Frederick,2016,94,https://photos.zillowstatic.com/p_f/ISyzdiuu9j40271000000000.jpg,TOWNHOUSE,Urbana Elementary School,87,9,Primary,/frederick-md/schools/urbana-elementary-school-31515/,700,Urbana Middle School,20,10,Middle,/ijamsville-md/schools/urbana-middle-school-31766/,843,Urbana High School,14,9,High,/ijamsville-md/schools/urbana-high-school-31490/,1651,21.517,1580
"9011 Templeton Dr, Frederick, MD",New construction,https://www.zillow.com/homedetails/9011-Templeton-Dr-Frederick-MD-21704/249696245_zpid/,467765,249696245,3,4,2820,39.3252,-77.3514,Frederick,2019,199,https://photos.zillowstatic.com/p_f/IS6yhaorqimfdo0000000000.jpg,TOWNHOUSE,Urbana Elementary School,87,9,Primary,/frederick-md/schools/urbana-elementary-school-31515/,700,Urbana Middle School,20,10,Middle,/ijamsville-md/schools/urbana-middle-school-31766/,843,Urbana High School,14,9,High,/ijamsville-md/schools/urbana-high-school-31490/,1651,21.307,1577
"8831 Urbana Church Rd, Frederick, MD",New construction,https://www.zillow.com/homedetails/8831-Urbana-Church-Rd-Frederick-MD-21704/249695875_zpid/,470450,249695875,3,4,2658,39.32519,-77.354523,Frederick,2019,218,https://photos.zillowstatic.com/p_f/ISaxr8ib2nd7ho0000000000.jpg,TOWNHOUSE,Urbana Elementary School,87,9,Primary,/frederick-md/schools/urbana-elementary-school-31515/,700,Urbana Middle School,20,10,Middle,/ijamsville-md/schools/urbana-middle-school-31766/,843,Urbana High School,14,9,High,/ijamsville-md/schools/urbana-high-school-31490/,1651,21.225,1549
"9012 Templeton Dr, Frederick, MD",New construction,https://www.zillow.com/homedetails/9012-Templeton-Dr-Frederick-MD-21704/249696011_zpid/,449625,249696011,3,4,2820,39.3254,-77.3516,Frederick,2019,218,https://photos.zillowstatic.com/p_f/ISmel8zrpyofho0000000000.jpg,TOWNHOUSE,Urbana Elementary School,87,9,Primary,/frederick-md/schools/urbana-elementary-school-31515/,700,Urbana Middle School,20,10,Middle,/ijamsville-md/schools/urbana-middle-school-31766/,843,Urbana High School,14,9,High,/ijamsville-md/schools/urbana-high-school-31490/,1651,21.307,1571
"9075 Knott Ln, Frederick, MD",New construction,https://www.zillow.com/homedetails/9075-Knott-Ln-Frederick-MD-21704/157230234_zpid/,444056,157230234,3,3.5,2596,39.324979,-77.350591,Frederick,2018,224,https://photos.zillowstatic.com/p_f/ISu0gp43b9dz4m1000000000.jpg,TOWNHOUSE,Urbana Elementary School,87,9,Primary,/frederick-md/schools/urbana-elementary-school-31515/,700,Urbana Middle School,20,10,Middle,/ijamsville-md/schools/urbana-middle-school-31766/,843,Urbana High School,14,9,High,/ijamsville-md/schools/urbana-high-school-31490/,1651,21.463,1622
"3504 Flatwoods Dr, Urbana, MD",New construction,https://www.zillow.com/homedetails/3504-Flatwoods-Dr-Urbana-MD-21704/2087499980_zpid/,493810,2087499980,3,2.5,2561,39.329022,-77.364828,Urbana,2019,240,https://photos.zillowstatic.com/p_f/ISij2i4v48olyw1000000000.jpg,TOWNHOUSE,Urbana Elementary School,87,9,Primary,/frederick-md/schools/urbana-elementary-school-31515/,700,Urbana Middle School,20,10,Middle,/ijamsville-md/schools/urbana-middle-school-31766/,843,Urbana High School,14,9,High,/ijamsville-md/schools/urbana-high-school-31490/,1651,22.608,1783
"3511 Flatwoods Dr, Urbana, MD",New construction,https://www.zillow.com/homedetails/3511-Flatwoods-Dr-Urbana-MD-21704/2088008806_zpid/,459990,2088008806,3,3,2561,39.330709,-77.364623,Urbana,2019,283,https://photos.zillowstatic.com/p_f/ISukvq3yr0ncvf0000000000.jpg,TOWNHOUSE,Urbana Elementary School,87,9,Primary,/frederick-md/schools/urbana-elementary-school-31515/,700,Urbana Middle School,20,10,Middle,/ijamsville-md/schools/urbana-middle-school-31766/,843,Urbana High School,14,9,High,/ijamsville-md/schools/urbana-high-school-31490/,1651,22.597,1780
"9676 Royal Crest Cir, Frederick, MD 21704",House for sale,https://www.zillow.com/homedetails/9676-Royal-Crest-Cir-Frederick-MD-21704/53568399_zpid/,499900,53568399,5,4,4218,39.341583,-77.334867,Frederick,2003,6,https://photos.zillowstatic.com/p_f/ISuoi3wb5kkkr70000000000.jpg,SINGLE_FAMILY,Centerville Elementary,999,9,Primary,/frederick-md/schools/centerville-elementary-31763/,999,Urbana Middle School,20,10,Middle,/ijamsville-md/schools/urbana-middle-school-31766/,843,Urbana High School,14,9,High,/ijamsville-md/schools/urbana-high-school-31490/,1651,23.362,1859
"9684 Royal Crest Cir, Frederick, MD 21704",House for sale,https://www.zillow.com/homedetails/9684-Royal-Crest-Cir-Frederick-MD-21704/58275803_zpid/,459000,58275803,4,4,2850,39.341872,-77.334828,Frederick,2003,16,https://photos.zillowstatic.com/p_f/IS2jn9mqiy5sjc1000000000.jpg,SINGLE_FAMILY,Centerville Elementary,999,9,Primary,/frederick-md/schools/centerville-elementary-31763/,999,Urbana Middle School,20,10,Middle,/ijamsville-md/schools/urbana-middle-school-31766/,843,Urbana High School,14,9,High,/ijamsville-md/schools/urbana-high-school-31490/,1651,23.359,1860
"9412 Carriage Hill St, Frederick, MD 21704",Townhouse for sale,https://www.zillow.com/homedetails/9412-Carriage-Hill-St-Frederick-MD-21704/65594765_zpid/,409900,65594765,4,3,2724,39.338557,-77.337898,Frederick,2006,19,https://photos.zillowstatic.com/p_f/ISynoetbs8h6fn1000000000.jpg,TOWNHOUSE,Centerville Elementary,999,9,Primary,/frederick-md/schools/centerville-elementary-31763/,999,Urbana Middle School,20,10,Middle,/ijamsville-md/schools/urbana-middle-school-31766/,843,Urbana High School,14,9,High,/ijamsville-md/schools/urbana-high-school-31490/,1651,22.907,1818
"9607 Brigadoon Pl, Frederick, MD 21704",Townhouse for sale,https://www.zillow.com/homedetails/9607-Brigadoon-Pl-Frederick-MD-21704/54427706_zpid/,415000,54427706,3,4,2728,39.342401,-77.335893,Frederick,2003,58,https://photos.zillowstatic.com/p_f/ISm67cuk6vpjgz0000000000.jpg,TOWNHOUSE,Centerville Elementary,999,9,Primary,/frederick-md/schools/centerville-elementary-31763/,999,Urbana Middle School,20,10,Middle,/ijamsville-md/schools/urbana-middle-school-31766/,843,Urbana High School,14,9,High,/ijamsville-md/schools/urbana-high-school-31490/,1651,23.478,1893
"9411 Carriage Hill St, Frederick, MD 21704",Make me move,https://www.zillow.com/homedetails/9411-Carriage-Hill-St-Frederick-MD-21704/65594760_zpid/,415000,65594760,3,3,2788,39.33829,-77.33823,Frederick,2006,68,https://photos.zillowstatic.com/p_f/ISug869d9mpe250000000000.jpg,TOWNHOUSE,Centerville Elementary,999,9,Primary,/frederick-md/schools/centerville-elementary-31763/,999,Urbana Middle School,20,10,Middle,/ijamsville-md/schools/urbana-middle-school-31766/,843,Urbana High School,14,9,High,/ijamsville-md/schools/urbana-high-school-31490/,1651,22.91,1819
