addressWithZip,statusText,detailUrl,price,zpid,beds,baths,area,latitude,longitude,city,yearBuilt,daysOnZillow,hiResImageLink,homeType,school name,rating,rating,level,link,size,school name,rating,rating,level,link,size,school name,rating,rating,level,link,size,distance,travel_time
"13005 Martz St, Clarksburg, MD",New construction,https://www.zillow.com/community/error-subdivision-name-unavailable/249693663_zpid/,414990,249693663,3,3,1845,39.2408,-77.2626,Clarksburg,2019,-1523846331,https://photos.zillowstatic.com/p_f/ISewle70n5weni1000000000.jpg,TOWNHOUSE,Wilson Wims Elementary School,75,7,Elementary,/clarksburg-md/schools/wilson-wims-elementary-school-175757/,,Hallie Wells Middle School,999,,Middle,/clarksburg-md/schools/hallie-wells-middle-school-177133/,,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,14.194,1095
"13021 Martz St, Clarksburg, MD",New construction,https://www.zillow.com/community/error-subdivision-name-unavailable/249693711_zpid/,414990,249693711,3,3,1845,39.2408,-77.2626,Clarksburg,2019,-1523846331,https://photos.zillowstatic.com/p_f/ISewle70n5weni1000000000.jpg,TOWNHOUSE,Wilson Wims Elementary School,75,7,Elementary,/clarksburg-md/schools/wilson-wims-elementary-school-175757/,,Hallie Wells Middle School,999,,Middle,/clarksburg-md/schools/hallie-wells-middle-school-177133/,,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,14.194,1095
"13003 Martz St, Clarksburg, MD",New construction,https://www.zillow.com/community/error-subdivision-name-unavailable/249693729_zpid/,414990,249693729,3,3,1845,39.2408,-77.2626,Clarksburg,2019,-1523846331,https://photos.zillowstatic.com/p_f/ISewle70n5weni1000000000.jpg,TOWNHOUSE,Wilson Wims Elementary School,75,7,Elementary,/clarksburg-md/schools/wilson-wims-elementary-school-175757/,,Hallie Wells Middle School,999,,Middle,/clarksburg-md/schools/hallie-wells-middle-school-177133/,,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,14.194,1095
"13007 Martz St, Clarksburg, MD",New construction,https://www.zillow.com/community/error-subdivision-name-unavailable/249693878_zpid/,414990,249693878,3,3,1845,39.2408,-77.2626,Clarksburg,2019,-1523846331,https://photos.zillowstatic.com/p_f/ISewle70n5weni1000000000.jpg,TOWNHOUSE,Wilson Wims Elementary School,75,7,Elementary,/clarksburg-md/schools/wilson-wims-elementary-school-175757/,,Hallie Wells Middle School,999,,Middle,/clarksburg-md/schools/hallie-wells-middle-school-177133/,,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,14.194,1068
"13013 Martz St, Clarksburg, MD",New construction,https://www.zillow.com/community/error-subdivision-name-unavailable/249693604_zpid/,414990,249693604,3,3,1845,39.2408,-77.2626,Clarksburg,2019,-1523846331,https://photos.zillowstatic.com/p_f/ISewle70n5weni1000000000.jpg,TOWNHOUSE,Wilson Wims Elementary School,75,7,Elementary,/clarksburg-md/schools/wilson-wims-elementary-school-175757/,,Hallie Wells Middle School,999,,Middle,/clarksburg-md/schools/hallie-wells-middle-school-177133/,,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,14.194,1068
"13023 Martz St, Clarksburg, MD",New construction,https://www.zillow.com/community/error-subdivision-name-unavailable/249693662_zpid/,414990,249693662,3,3,1845,39.2408,-77.2626,Clarksburg,2019,-1523846331,https://photos.zillowstatic.com/p_f/ISewle70n5weni1000000000.jpg,TOWNHOUSE,Wilson Wims Elementary School,75,7,Elementary,/clarksburg-md/schools/wilson-wims-elementary-school-175757/,,Hallie Wells Middle School,999,,Middle,/clarksburg-md/schools/hallie-wells-middle-school-177133/,,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,14.194,1068
"13009 Martz St, Clarksburg, MD",New construction,https://www.zillow.com/community/error-subdivision-name-unavailable/249693666_zpid/,414990,249693666,3,3,1845,39.2408,-77.2626,Clarksburg,2019,-1523846331,https://photos.zillowstatic.com/p_f/ISewle70n5weni1000000000.jpg,TOWNHOUSE,Wilson Wims Elementary School,75,7,Elementary,/clarksburg-md/schools/wilson-wims-elementary-school-175757/,,Hallie Wells Middle School,999,,Middle,/clarksburg-md/schools/hallie-wells-middle-school-177133/,,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,14.194,1068
"8110 Brink Rd, Gaithersburg, MD 20882",House for sale,https://www.zillow.com/homedetails/8110-Brink-Rd-Gaithersburg-MD-20882/37073180_zpid/,439000,37073180,4,3,1365,39.208309,-77.165395,Gaithersburg,1959,32,https://photos.zillowstatic.com/p_f/ISinhwwztwzupz0000000000.jpg,SINGLE_FAMILY,Laytonsville Elementary School,77,8,Elementary,/gaithersburg-md/schools/laytonsville-elementary-school-26494/,435,Gaithersburg Middle School,99,4,Middle,/gaithersburg-md/schools/gaithersburg-middle-school-25160/,752,Gaithersburg High School,87,3,High,/gaithersburg-md/schools/gaithersburg-high-school-25161/,2235,10.873,1468
"21604 1st St, Gaithersburg, MD 20882",House for sale,https://www.zillow.com/homedetails/21604-1st-St-Gaithersburg-MD-20882/37073393_zpid/,449990,37073393,4,3,2022,39.210753,-77.140927,Gaithersburg,1960,43,https://photos.zillowstatic.com/p_f/ISyrb7ylzj2fb50000000000.jpg,SINGLE_FAMILY,Laytonsville Elementary School,77,8,Elementary,/gaithersburg-md/schools/laytonsville-elementary-school-26494/,435,Gaithersburg Middle School,99,4,Middle,/gaithersburg-md/schools/gaithersburg-middle-school-25160/,752,Gaithersburg High School,87,3,High,/gaithersburg-md/schools/gaithersburg-high-school-25161/,2235,11.133,1552
"20315 Battery Bend Pl, Gaithersburg, MD 20886",Townhouse for sale,https://www.zillow.com/homedetails/20315-Battery-Bend-Pl-Gaithersburg-MD-20886/37079201_zpid/,405000,37079201,3,4,2502,39.190311,-77.156493,Gaithersburg,1993,46,https://photos.zillowstatic.com/p_f/ISegt9k7jdm6aa0000000000.jpg,TOWNHOUSE,Laytonsville Elementary School,77,8,Elementary,/gaithersburg-md/schools/laytonsville-elementary-school-26494/,435,Gaithersburg Middle School,99,4,Middle,/gaithersburg-md/schools/gaithersburg-middle-school-25160/,752,Gaithersburg High School,87,3,High,/gaithersburg-md/schools/gaithersburg-high-school-25161/,2235,9.478,1476
"22600 Woodfield Rd, Gaithersburg, MD 20882",House for sale,https://www.zillow.com/homedetails/22600-Woodfield-Rd-Gaithersburg-MD-20882/37073675_zpid/,499900,37073675,5,3,2880,39.227225,-77.177938,Gaithersburg,1976,53,https://photos.zillowstatic.com/p_f/ISql5g995dtp4v1000000000.jpg,SINGLE_FAMILY,Laytonsville Elementary School,77,8,Elementary,/gaithersburg-md/schools/laytonsville-elementary-school-26494/,435,Gaithersburg Middle School,99,4,Middle,/gaithersburg-md/schools/gaithersburg-middle-school-25160/,752,Gaithersburg High School,87,3,High,/gaithersburg-md/schools/gaithersburg-high-school-25161/,2235,12.064,1579
"6104 Sam Riggs Rd, Laytonsville, MD 20882",House for sale,https://www.zillow.com/homedetails/6104-Sam-Riggs-Rd-Laytonsville-MD-20882/37073660_zpid/,489900,37073660,3,3,3237,39.225595,-77.123411,Laytonsville,1969,280,https://photos.zillowstatic.com/p_f/ISug0c0od5t2xo0000000000.jpg,SINGLE_FAMILY,Laytonsville Elementary School,77,8,Elementary,/gaithersburg-md/schools/laytonsville-elementary-school-26494/,435,Gaithersburg Middle School,99,4,Middle,/gaithersburg-md/schools/gaithersburg-middle-school-25160/,752,Gaithersburg High School,87,3,High,/gaithersburg-md/schools/gaithersburg-high-school-25161/,2235,13.014,1819
"13751 Petrel St, Clarksburg, MD 20871",Townhouse for sale,https://www.zillow.com/homedetails/13751-Petrel-St-Clarksburg-MD-20871/241915115_zpid/,499999,241915115,3,4,2367,39.220806,-77.286768,Clarksburg,2017,1,https://photos.zillowstatic.com/p_f/IS2b95r59gbp6p0000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,14.058,1148
"Ventura - On Grade Plan, Cabin Branch Avenue Series",New construction,https://www.zillow.com/community/cabin-branch-avenue-series/2087705092_zpid/,474900,2087705092,3,2.5,2440,39.225047,-77.288824,Clarksburg,2019,3,https://photos.zillowstatic.com/p_f/ISinhou42is48u1000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,463.217,31090
"Lakeshore - On Grade Plan, Cabin Branch Avenue Series",New construction,https://www.zillow.com/community/cabin-branch-avenue-series/2087705098_zpid/,436900,2087705098,3,2.5,2392,39.225047,-77.288824,Clarksburg,2019,4,https://photos.zillowstatic.com/p_f/ISah7mu8rskqvt1000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,13.827,1101
"Oakley Plan, Cabin Branch Avenue Series",New construction,https://www.zillow.com/community/cabin-branch-avenue-series/2087705094_zpid/,436900,2087705094,3,2.5,2392,39.225047,-77.288824,Clarksburg,2019,5,https://photos.zillowstatic.com/p_f/ISuc5x48gda07v1000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,13.827,1101
"Charleston RL Plan, Clarksburg Square   Clarksburg Square Singles",New construction,https://www.zillow.com/community/clarksburg-square-clarksburg-square-singles/2089880929_zpid/,442990,2089880929,3,2.5,1658,39.2284,-77.2745,Clarksburg,2019,6,https://photos.zillowstatic.com/p_f/ISmi85n3qrqp301000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,,
"Cambridge RL Plan, Clarksburg Square   Clarksburg Square Singles",New construction,https://www.zillow.com/community/clarksburg-square-clarksburg-square-singles/2089880930_zpid/,462990,2089880930,3,3,1930,39.2284,-77.2745,Clarksburg,2019,7,https://photos.zillowstatic.com/p_f/ISucl52gos2rib0000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,,
"Wilshire - On Grade Plan, Cabin Branch Avenue Series",New construction,https://www.zillow.com/community/cabin-branch-avenue-series/2087705091_zpid/,484900,2087705091,3,2.5,2696,39.225047,-77.288824,Clarksburg,2019,7,https://photos.zillowstatic.com/p_f/ISu86zz4me8iut1000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,288.744,18325
"Maxwell Plan, Cabin Branch Manor Townhomes",New construction,https://www.zillow.com/community/cabin-branch-manor-townhomes/2097430071_zpid/,422900,2097430071,3,2.5,2250,39.224127,-77.289708,Clarksburg,2019,7,https://photos.zillowstatic.com/p_f/ISy3limbanrixe1000000000.jpg,SINGLE_FAMILY,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,1346.8949,74592
"Donovan Plan, Cabin Branch Manor Townhomes",New construction,https://www.zillow.com/community/cabin-branch-manor-townhomes/2088392427_zpid/,417900,2088392427,3,2.5,2045,39.224127,-77.289708,Clarksburg,2019,8,https://photos.zillowstatic.com/p_f/ISifjwfl31lglc0000000000.jpg,SINGLE_FAMILY,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,1346.8949,74592
"Hadden Plan, Cabin Branch Manor Townhomes",New construction,https://www.zillow.com/community/cabin-branch-manor-townhomes/2097430068_zpid/,413900,2097430068,3,3,2092,39.224127,-77.289708,Clarksburg,2019,9,https://photos.zillowstatic.com/p_f/ISmi07nelfing81000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,2706.2483,150527
"Alcott Essential Plan, Cabin Branch Single Family Homes",New construction,https://www.zillow.com/community/cabin-branch-single-family-homes/2088948347_zpid/,499000,2088948347,4,2.5,2200,39.218142,-77.285808,Clarksburg,2019,11,https://photos.zillowstatic.com/p_f/ISqps4f9azjqkb0000000000.jpg,SINGLE_FAMILY,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,1348.1771,10000000
"13745 Petrel St, Clarksburg, MD 20871",Townhouse for sale,https://www.zillow.com/homedetails/13745-Petrel-St-Clarksburg-MD-20871/241915886_zpid/,469000,241915886,3,4,1890,39.220869,-77.286541,Clarksburg,2017,12,https://photos.zillowstatic.com/p_f/ISyn0c3rku65vy0000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,14.052,1141
"13945 Godwit St, Clarksburg, MD 20871",Townhouse for sale,https://www.zillow.com/homedetails/13945-Godwit-St-Clarksburg-MD-20871/241915260_zpid/,464900,241915260,3,4,2838,39.219311,-77.29037,Clarksburg,2017,20,https://photos.zillowstatic.com/p_f/ISyj12pobhukq51000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,14.252,1209
"22615 Clarksburg Road Clarksburg Md # 20871, Clarksburg, MD",New construction,https://www.zillow.com/homedetails/22615-Clarksburg-Road-Clarksburg-Md-20871-Clarksburg-MD-20871/2087705087_zpid/,447592,2087705087,3,4,2200,39.225862,-77.290932,Clarksburg,2019,22,https://photos.zillowstatic.com/p_f/ISaxjqypzgoeiq1000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,,
"Finley Plan, Cabin Branch Manor Townhomes",New construction,https://www.zillow.com/community/cabin-branch-manor-townhomes/2097430069_zpid/,429900,2097430069,3,2.5,2308,39.224127,-77.289708,Clarksburg,2019,42,https://photos.zillowstatic.com/p_f/ISyr3dhat15u0a1000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,1346.8949,74569
"52 Verdant Oak Aly, Clarksburg, MD",New construction,https://www.zillow.com/homedetails/52-Verdant-Oak-Aly-Clarksburg-MD-20871/2084918253_zpid/,444990,2084918253,3,2,1945,39.2284,-77.2745,Clarksburg,2019,45,https://photos.zillowstatic.com/p_f/ISu8aeygv1jmcu0000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,14.194,1082
"12710 Ginger Wood Ln, Clarksburg, MD 20871",Townhouse for sale,https://www.zillow.com/homedetails/12710-Ginger-Wood-Ln-Clarksburg-MD-20871/67485333_zpid/,465000,67485333,3,4,3024,39.220114,-77.267297,Clarksburg,2005,47,https://photos.zillowstatic.com/p_f/ISq51ybey598ow0000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,14.057,1234
"14063 Market Center Dr, Clarksburg, MD 20871",Townhouse for sale,https://www.zillow.com/homedetails/14063-Market-Center-Dr-Clarksburg-MD-20871/123535337_zpid/,499000,123535337,4,5,2981,39.224278,-77.291887,Clarksburg,2014,48,https://photos.zillowstatic.com/p_f/ISi3u0dmmrsmi21000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,13.775,1065
"22233 Trentworth Way, Clarksburg, MD 20871",Townhouse for sale,https://www.zillow.com/homedetails/22233-Trentworth-Way-Clarksburg-MD-20871/71491050_zpid/,474900,71491050,4,5,3024,39.220518,-77.265387,Clarksburg,2006,49,https://photos.zillowstatic.com/p_f/IS2rld2z20okcv0000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,14.064,1253
"Arlington - On Grade Plan, Cabin Branch Avenue Series",New construction,https://www.zillow.com/community/cabin-branch-avenue-series/2087705100_zpid/,419900,2087705100,3,2.5,2174,39.225047,-77.288824,Clarksburg,2019,50,https://photos.zillowstatic.com/p_f/ISm6bzy6ioq6vq1000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,145.142,10154
"Arlington - In Ground Plan, Cabin Branch Avenue Series",New construction,https://www.zillow.com/community/cabin-branch-avenue-series/2087705093_zpid/,419900,2087705093,3,2.5,2174,39.225047,-77.288824,Clarksburg,2019,53,https://photos.zillowstatic.com/p_f/ISe4so12jrg2nu1000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,570.207,34106
"22324 Cabin Branch Avenue Clarksburg Md, Clarksburg, MD",New construction,https://www.zillow.com/homedetails/22324-Cabin-Branch-Avenue-Clarksburg-Md-Clarksburg-MD-20871/2085283362_zpid/,477136,2085283362,3,3,2323,39.22034,-77.28455,Clarksburg,2019,67,https://photos.zillowstatic.com/p_f/ISibwbl0p55c300000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,14.145,1157
"22634 Observation Dr, Clarksburg, MD",New construction,https://www.zillow.com/homedetails/22634-Observation-Dr-Clarksburg-MD-20871/246554069_zpid/,469990,246554069,3,3,2247,39.228473,-77.274074,Clarksburg,2019,75,https://photos.zillowstatic.com/p_f/ISm6fe9c2bodq60000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,14.293,1188
"22306 Cabin Branch Avenue Clarksburg Md, Clarksburg, MD",New construction,https://www.zillow.com/homedetails/22306-Cabin-Branch-Avenue-Clarksburg-Md-Clarksburg-MD-20871/2085683370_zpid/,431156,2085683370,3,3,2113,39.22034,-77.28455,Clarksburg,2019,92,https://photos.zillowstatic.com/p_f/ISmu5bbs7xgzmw1000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,14.132,1155
"22650 Observation Dr, Clarksburg, MD",New construction,https://www.zillow.com/homedetails/22650-Observation-Dr-Clarksburg-MD-20871/2085943122_zpid/,439990,2085943122,3,2.5,1945,39.228384,-77.273973,Clarksburg,2019,110,https://photos.zillowstatic.com/p_f/ISe8ryjb4wrlp61000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,14.293,1188
"22640 Observation Dr, Clarksburg, MD",New construction,https://www.zillow.com/homedetails/22640-Observation-Dr-Clarksburg-MD-20871/246554035_zpid/,489990,246554035,3,4,2245,39.228597,-77.274214,Clarksburg,2019,130,https://photos.zillowstatic.com/p_f/ISu0g1eia6ciwv1000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,14.293,1195
"22318 Sweet Pepperbush Aly, Clarksburg, MD 20871",Townhouse for sale,https://www.zillow.com/homedetails/22318-Sweet-Pepperbush-Aly-Clarksburg-MD-20871/124232408_zpid/,448900,124232408,3,4,1680,39.223083,-77.28957,Clarksburg,2016,137,https://photos.zillowstatic.com/p_f/ISe01ltudzss181000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,15.03,1252
"22638 Observation Dr, Clarksburg, MD",New construction,https://www.zillow.com/homedetails/22638-Observation-Dr-Clarksburg-MD-20871/246554162_zpid/,469990,246554162,4,3.5,2247,39.228551,-77.274162,Clarksburg,2019,163,https://photos.zillowstatic.com/p_f/ISmigzzrnm65ir0000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,14.293,1203
"22613 Clarksburg Rd Clarksburg Md, Clarksburg, MD",New construction,https://www.zillow.com/homedetails/22613-Clarksburg-Rd-Clarksburg-Md-Clarksburg-MD-20871/2087705086_zpid/,439900,2087705086,3,3.5,2200,39.22582,-77.29097,Clarksburg,2019,247,https://photos.zillowstatic.com/p_f/ISu0kcxz6i6njn0000000000.jpg,TOWNHOUSE,Clarksburg Elementary School,79,7,Elementary,/clarksburg-md/schools/clarksburg-elementary-school-25140/,307,Rocky Hill Middle School,29,8,Middle,/clarksburg-md/schools/rocky-hill-middle-school-24622/,1130,Clarksburg High School,47,7,High,/clarksburg-md/schools/clarksburg-high-school-27390/,2200,13.593,1034
"16604 Georgia Ave, Olney, MD 20832",Foreclosed,https://www.zillow.com/homedetails/16604-Georgia-Ave-Olney-MD-20832/37200433_zpid/,None,37200433,4,2,2216,39.126824,-77.072994,Olney,1960,96,https://photos.zillowstatic.com/p_f/ISus9nck9a1u5r0000000000.jpg,SINGLE_FAMILY,Olney Elementary School,80,7,Elementary,/olney-md/schools/olney-elementary-school-26509/,633,Rosa M. Parks Middle School,28,9,Middle,/olney-md/schools/rosa-m-parks-middle-school-24612/,906,Sherwood High School,36,7,High,/sandy-spring-md/schools/sherwood-high-school-26755/,1894,6.192,794
"18305 Dutchess Dr, Olney, MD 20832",Pre-foreclosure / Auction,https://www.zillow.com/homedetails/18305-Dutchess-Dr-Olney-MD-20832/37205732_zpid/,None,37205732,4,3,1748,39.156778,-77.07652,Olney,1972,261,https://photos.zillowstatic.com/p_f/ISbro5hqayabhf.jpg,SINGLE_FAMILY,Olney Elementary School,80,7,Elementary,/olney-md/schools/olney-elementary-school-26509/,633,Rosa M. Parks Middle School,28,9,Middle,/olney-md/schools/rosa-m-parks-middle-school-24612/,906,Sherwood High School,36,7,High,/sandy-spring-md/schools/sherwood-high-school-26755/,1894,8.842,1183
"4626 Ripley Manor Ter, Olney, MD 20832",Townhouse for sale,https://www.zillow.com/homedetails/4626-Ripley-Manor-Ter-Olney-MD-20832/37214600_zpid/,425000,37214600,3,3,2311,39.163385,-77.095995,Olney,1999,20,https://www.zillowstatic.com/static/images/nophoto_p_f.png,TOWNHOUSE,Belmont Elementary School,81,8,Elementary,/olney-md/schools/belmont-elementary-school-24629/,309,Rosa M. Parks Middle School,28,9,Middle,/olney-md/schools/rosa-m-parks-middle-school-24612/,906,Sherwood High School,36,7,High,/sandy-spring-md/schools/sherwood-high-school-26755/,1894,9.298,1297
